Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS,24.70439240455628,0.7368241925239563,0.2561581532955169,22795373,704157
,24.41869835853577,0.7192446482181548,0.2824825054407119,15785830,738010
,24.210046319961545,0.7060923762321473,0.299604376912117,12900458,766109
