Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS,21.3122309663079,0.5825306366790425,0.3537812587889758,26673679,833877
,21.17782415043224,0.5699570349671624,0.3705746986649253,18112229,869498
,20.97004735469818,0.5539829752661966,0.3888796703381972,13470948,860751
