Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS,30.82255450657436,0.9162306547164916,0.1475016917926924,10894178,294174
,29.997213758741104,0.9038254478999546,0.1636952864272253,7214004,236853
,29.29343013763428,0.8911760408537728,0.181729644536972,5822299,186754
