Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS,23.109930276870728,0.6425377958350712,0.3293817712201012,20987841,657504
,23.051072306103176,0.635650568538242,0.3494777388042873,13247558,677123
,22.944506393538585,0.6246815913253361,0.3691117816501194,10724423,689402
