Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS,30.043895162385088,0.9001718619774127,0.2874311773941435,7496292,177280
,29.593473072709703,0.8945201643582047,0.3045597919102373,5695205,181368
,29.61439818349378,0.89444122684413,0.3052332532816919,5302505,219789
