Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
CompGS-high,29.33107298070734,0.900965237978733,0.26978983915213384,10886379,281691
CompGS-medium,29.20728953679403,0.8995216611659889,0.2743757222637985,8609787,350716
CompGS-low,28.990582625071205,0.8961878451434048,0.2812369753013958,7337540,377589
